Scan Type: One Motor, Start, Stop, Increment
Motor: X
Start: -154.50000000
Stop: -153.50000000
Step: 0.05000000
Delay After Move (s): 0.50000000
Count Time (s): 0.50000000
Scan Number: 0
Stay at End: 0
Direction: F
Description Length: 32
checking coordiantes 50 um steps
End_Of_Header

X	Raw X	Raw Y	Corr X	Corr Y	Raw X	Raw Y	Corr X	Corr Y
-154.500000000000	NaN	0.000139065578	0.000000000000	0.000000000000	NaN	0.000139294248	0.000000000000	0.000000000000
-154.450000000000	NaN	0.000138815091	0.000000000000	0.000000000000	NaN	0.000138944374	0.000000000000	0.000000000000
-154.400000000000	NaN	0.000138394919	0.000000000000	0.000000000000	NaN	0.000138703584	0.000000000000	0.000000000000
-154.350000000000	NaN	0.000138509658	0.000000000000	0.000000000000	NaN	0.000138310076	0.000000000000	0.000000000000
-154.300000000000	NaN	0.000138330277	0.000000000000	0.000000000000	NaN	0.000138428856	0.000000000000	0.000000000000
-154.250000000000	0.000062744589	0.000138057165	0.000000000000	0.000000000000	0.000063176073	0.000138414311	0.000000000000	0.000000000000
-154.200000000000	0.000067738170	0.000137892329	0.000000000000	0.000000000000	0.000067158818	0.000138084638	0.000000000000	0.000000000000
-154.150000000000	0.000073497757	0.000138045853	0.000000000000	0.000000000000	0.000074174880	0.000138181601	0.000000000000	0.000000000000
-154.100000000000	0.000079194318	0.000137822839	0.000000000000	0.000000000000	0.000079734077	0.000137898793	0.000000000000	0.000000000000
-154.050000000000	0.000083628747	0.000137669314	0.000000000000	0.000000000000	0.000083302306	0.000137835767	0.000000000000	0.000000000000
-154.000000000000	0.000085918684	0.000137229750	0.000000000000	0.000000000000	0.000086228965	0.000137737188	0.000000000000	0.000000000000
-153.950000000000	0.000087342420	0.000137242678	0.000000000000	0.000000000000	0.000087467664	0.000137616793	0.000000000000	0.000000000000
-153.900000000000	0.000089189560	0.000137213589	0.000000000000	0.000000000000	0.000088745148	0.000137527102	0.000000000000	0.000000000000
-153.850000000000	0.000090698947	0.000137118243	0.000000000000	0.000000000000	0.000090665010	0.000137277423	0.000000000000	0.000000000000
-153.800000000000	0.000093226442	0.000137081074	0.000000000000	0.000000000000	0.000092832127	0.000137089154	0.000000000000	0.000000000000
-153.750000000000	0.000096007657	0.000137089154	0.000000000000	0.000000000000	0.000095818580	0.000137121475	0.000000000000	0.000000000000
-153.700000000000	0.000098943204	0.000136979263	0.000000000000	0.000000000000	0.000098535152	0.000137100466	0.000000000000	0.000000000000
-153.650000000000	0.000100787920	0.000136610804	0.000000000000	0.000000000000	0.000100868722	0.000136861291	0.000000000000	0.000000000000
-153.600000000000	0.000102862923	0.000137006736	0.000000000000	0.000000000000	0.000102727175	0.000136825738	0.000000000000	0.000000000000
-153.550000000000	0.000104385238	0.000137001079	0.000000000000	0.000000000000	0.000104803794	0.000136841899	0.000000000000	0.000000000000
-153.500000000000	0.000105994819	0.000136769177	0.000000000000	0.000000000000	0.000105863920	0.000136570403	0.000000000000	0.000000000000
